id,mail_id,mobile_number,query_heading,query_description,query_created_time,status,query_closed_time
15279,fryematthew@example.org,9898590833,Feature Request,Ability to bulk edit entries needed.,2025-05-13 00:00:00,Closed,2025-05-17 00:00:00
15278,williampowers@example.com,9040612548,Bug Report,Chart not updating after data refresh.,2025-07-26 00:00:00,Closed,2025-07-29 00:00:00
15277,dwayne05@example.org,8384910042,Bug Report,Back button doesn’t work.,2025-04-23 00:00:00,Closed,2025-04-24 00:00:00
15276,david20@example.net,7526302832,Subscription Cancellation,Can’t contact support post cancellation.,2025-06-12 00:00:00,Closed,2025-06-29 00:00:00
15275,christineware@example.org,6780872476,Technical Support,Can’t install latest update.,2025-07-17 00:00:00,Closed,2025-07-18 00:00:00
15274,cunninghamkimberly@example.org,7219900641,Feature Request,Multi-user role system would help.,2025-05-23 00:00:00,Closed,2025-05-28 00:00:00
15273,gregory86@example.net,8887239128,Technical Support,Slow performance during peak hours.,2025-07-05 00:00:00,Closed,2025-07-06 00:00:00
15272,srichardson@example.com,8914890780,Login Issue,Session expires immediately after login.,2025-05-06 00:00:00,Closed,2025-05-10 00:00:00
15271,karaburns@example.net,471775123,Account Suspension,Terms of use were unclear.,2025-06-04 00:00:00,Closed,2025-06-06 00:00:00
15270,shawna74@example.com,5077034052,Subscription Cancellation,Can’t contact support post cancellation.,2025-07-22 00:00:00,Closed,2025-07-29 00:00:00
15269,milescaitlin@example.com,1592433748,Billing Problem,Incorrect tax calculations.,2025-05-04 00:00:00,Closed,2025-05-07 00:00:00
15268,christopher09@example.org,3882126672,Account Suspension,How do I appeal a suspension?,2025-02-16 00:00:00,Closed,2025-02-24 00:00:00
15267,mosleybonnie@example.org,8323405224,Technical Support,Freezing during screen load.,2025-05-27 00:00:00,Closed,2025-06-06 00:00:00
15266,craiggarcia@example.org,8242174645,Account Suspension,Unjustified account suspension request.,2025-03-02 00:00:00,Closed,2025-03-04 00:00:00
15265,clarkhannah@example.org,9623870171,UI Feedback,Color scheme hard to read in sunlight.,2025-05-08 00:00:00,Closed,2025-05-21 00:00:00
15264,brooke03@example.net,5171725649,Subscription Cancellation,App locked after cancellation.,2025-06-27 00:00:00,Closed,2025-07-07 00:00:00
15263,sabrinawebster@example.com,2026063132,Login Issue,Error 401 appearing on login.,2025-02-05 00:00:00,Closed,2025-02-12 00:00:00
15262,michaelthomas@example.net,713413829,Subscription Cancellation,Wrong account cancelled.,2025-06-01 00:00:00,Closed,2025-06-10 00:00:00
15261,robertdavid@example.org,1529792114,UI Feedback,Alignment issues in forms.,2025-04-17 00:00:00,Closed,2025-04-19 00:00:00
15260,jmurphy@example.com,9087132496,UI Feedback,Filter section takes too much space.,2025-05-13 00:00:00,Closed,2025-05-16 00:00:00
15259,deannamarquez@example.com,9014203411,Subscription Cancellation,Was offered discount after cancel — still charged full.,2025-05-04 00:00:00,Closed,2025-05-08 00:00:00
15258,hollyellis@example.net,8552440903,Bug Report,Unable to delete old entries.,2025-05-14 00:00:00,Closed,2025-05-16 00:00:00
15257,adam85@example.com,2858150271,Subscription Cancellation,Accidentally cancelled wrong plan.,2025-05-29 00:00:00,Closed,2025-05-30 00:00:00
15256,kevintaylor@example.net,1731718543,Account Suspension,Need help lifting restrictions.,2025-03-14 00:00:00,Closed,2025-03-16 00:00:00
15255,jacksonmarissa@example.org,4235809617,Account Suspension,Need clarification on temporary lockout.,2025-07-24 00:00:00,Closed,2025-07-29 00:00:00
15254,tchoi@example.org,347101197,Feature Request,Need voice assistant for dashboard.,2025-05-25 00:00:00,Closed,2025-06-09 00:00:00
15253,sandy40@example.com,3073471860,Payment Failure,Payment failed due to card error.,2025-07-04 00:00:00,Opened,0001-01-01 00:00:00
15252,hunter03@example.org,6586089778,Account Suspension,Got a warning mail I don’t understand.,2025-04-19 00:00:00,Closed,2025-04-22 00:00:00
15251,christopher94@example.net,3057672913,Technical Support,Cannot upload files to cloud.,2025-02-22 00:00:00,Closed,2025-02-28 00:00:00
15250,fbeltran@example.com,3065602978,UI Feedback,Graphs too compressed on mobile view.,2025-07-09 00:00:00,Closed,2025-07-21 00:00:00
15249,casey17@example.org,2395233014,Feature Request,Add AI auto-suggestions for forms.,2025-06-05 00:00:00,Closed,2025-06-08 00:00:00
15248,sierra11@example.com,7457486880,Bug Report,Unable to delete old entries.,2025-07-22 00:00:00,Closed,2025-07-24 00:00:00
15247,lisa44@example.net,5360376405,Billing Problem,Promo code was not applied.,2025-02-12 00:00:00,Closed,2025-02-18 00:00:00
15246,lgilbert@example.com,9607265073,Account Suspension,Need help lifting restrictions.,2025-06-08 00:00:00,Closed,2025-06-13 00:00:00
15245,randylopez@example.com,1404018278,UI Feedback,Too many clicks to perform actions.,2025-03-01 00:00:00,Closed,2025-03-03 00:00:00
15244,uweaver@example.org,401086454,Billing Problem,Billed for a cancelled plan.,2025-04-23 00:00:00,Closed,2025-04-28 00:00:00
15243,jenniferbrown@example.net,9761595944,Bug Report,Form validation not working properly.,2025-03-18 00:00:00,Closed,2025-03-24 00:00:00
15242,ygonzales@example.net,6069596354,Payment Failure,Need GST invoice after payment.,2025-06-12 00:00:00,Closed,2025-06-14 00:00:00
15241,rcontreras@example.org,9081859381,Account Suspension,Can I restore my data after suspension?,2025-05-05 00:00:00,Closed,2025-05-09 00:00:00
15240,ymarshall@example.net,1449701413,Login Issue,Cannot log in on mobile app.,2025-03-06 00:00:00,Closed,2025-03-07 00:00:00
15239,jameskennedy@example.net,1040760574,Account Suspension,Got a warning mail I don’t understand.,2025-02-08 00:00:00,Closed,2025-02-12 00:00:00
15238,ubennett@example.net,9173717532,Account Suspension,How do I appeal a suspension?,2025-05-20 00:00:00,Closed,2025-06-01 00:00:00
15237,watsonrebecca@example.com,7227123076,Billing Problem,Invoice PDF is missing this month.,2025-04-04 00:00:00,Closed,2025-04-07 00:00:00
15236,hilljennifer@example.org,2822026642,UI Feedback,Text is too small on mobile.,2025-05-17 00:00:00,Closed,2025-05-22 00:00:00
15235,briancole@example.org,4124225717,Feature Request,Would like push notifications for updates.,2025-04-16 00:00:00,Closed,2025-04-21 00:00:00
15234,hendersonlaura@example.net,4680615480,UI Feedback,Error messages not clear enough.,2025-06-05 00:00:00,Closed,2025-06-06 00:00:00
15233,kathleen52@example.org,9358939950,Login Issue,Session expires immediately after login.,2025-04-29 00:00:00,Closed,2025-05-05 00:00:00
15232,hchoi@example.com,9953117699,Feature Request,Suggesting calendar integration.,2025-06-02 00:00:00,Closed,2025-06-04 00:00:00
15231,poncebrenda@example.net,6744770670,Data Export,Export email not received.,2025-04-28 00:00:00,Closed,2025-04-30 00:00:00
15230,gcollins@example.com,169853950,Data Export,Auto-export not working on Fridays.,2025-04-04 00:00:00,Closed,2025-04-11 00:00:00
15229,bsanchez@example.net,808325707,Account Suspension,"Got auto-ban, never violated terms.",2025-02-19 00:00:00,Closed,2025-02-22 00:00:00
15228,bakertravis@example.net,5574886381,Technical Support,Graphs not rendering properly.,2025-02-24 00:00:00,Closed,2025-02-25 00:00:00
15227,taylorpamela@example.net,4303315532,Subscription Cancellation,Need proof of cancellation for records.,2025-04-13 00:00:00,Closed,2025-04-16 00:00:00
15226,tjones@example.com,6666190786,Feature Request,Add folder structure to organize data.,2025-02-05 00:00:00,Closed,2025-02-07 00:00:00
15225,jeffrey25@example.net,420798219,Bug Report,Sidebar collapses on scroll.,2025-04-11 00:00:00,Closed,2025-04-28 00:00:00
15224,maureen67@example.net,4001709358,Subscription Cancellation,Wrong account cancelled.,2025-04-15 00:00:00,Closed,2025-04-16 00:00:00
15223,breanna13@example.net,3523664009,Technical Support,Error 500 on accessing dashboard.,2025-07-10 00:00:00,Closed,2025-07-13 00:00:00
15222,robertfox@example.net,4277521704,Login Issue,Getting 'user not found' even with valid ID.,2025-03-07 00:00:00,Closed,2025-03-19 00:00:00
15221,gregory15@example.com,3436651578,Data Export,Can’t schedule data export.,2025-07-07 00:00:00,Closed,2025-07-09 00:00:00
15220,parker61@example.com,3935895161,Account Suspension,Unjustified account suspension request.,2025-05-17 00:00:00,Closed,2025-05-18 00:00:00
15219,jennifer13@example.com,6999804751,Feature Request,Ability to bulk edit entries needed.,2025-03-26 00:00:00,Closed,2025-04-06 00:00:00
15218,aadkins@example.org,3198608442,Feature Request,Multi-user role system would help.,2025-07-23 00:00:00,Closed,2025-07-26 00:00:00
15217,crystal12@example.org,8423484387,Technical Support,Graphs not rendering properly.,2025-03-05 00:00:00,Closed,2025-03-11 00:00:00
15216,mcdonaldandrea@example.org,4502529666,Feature Request,Would like push notifications for updates.,2025-03-17 00:00:00,Closed,2025-03-18 00:00:00
15215,katherine85@example.com,2883931065,UI Feedback,Dark mode missing in login.,2025-07-11 00:00:00,Closed,2025-07-21 00:00:00
15214,vaughanandrew@example.org,2339917951,Technical Support,Freezing during screen load.,2025-04-29 00:00:00,Closed,2025-05-03 00:00:00
15213,bellcody@example.net,8142709277,UI Feedback,Sidebar hides important links.,2025-07-25 00:00:00,Closed,2025-07-30 00:00:00
15212,dporter@example.net,4362702477,Feature Request,Add folder structure to organize data.,2025-04-25 00:00:00,Closed,2025-04-28 00:00:00
15211,elizabeth33@example.net,3862541744,Bug Report,Tab focus jumps incorrectly.,2025-04-29 00:00:00,Closed,2025-05-10 00:00:00
15210,danny61@example.net,8146085978,Subscription Cancellation,Subscription stuck in pending cancel state.,2025-03-24 00:00:00,Closed,2025-04-02 00:00:00
15209,peggyortiz@example.com,8932947342,Data Export,Exported Excel has broken formatting.,2025-05-26 00:00:00,Closed,2025-05-29 00:00:00
15208,roblesjustin@example.net,1648111750,Feature Request,Can we have auto-save for drafts?,2025-06-09 00:00:00,Closed,2025-06-19 00:00:00
15207,jvalencia@example.org,1660464300,Account Suspension,Can I restore my data after suspension?,2025-03-27 00:00:00,Closed,2025-03-31 00:00:00
15206,smithsandra@example.org,2836466171,Subscription Cancellation,Wrong account cancelled.,2025-06-08 00:00:00,Closed,2025-06-14 00:00:00
15205,laurenmedina@example.net,3512741209,Technical Support,Can’t install latest update.,2025-05-07 00:00:00,Closed,2025-05-08 00:00:00
15204,amandathomas@example.net,476358454,UI Feedback,Icons not intuitive.,2025-07-25 00:00:00,Closed,2025-08-04 00:00:00
15203,hortonkevin@example.org,9692135816,Subscription Cancellation,Can’t contact support post cancellation.,2025-03-06 00:00:00,Closed,2025-03-10 00:00:00
15202,william09@example.org,4422041275,UI Feedback,Font inconsistent across pages.,2025-07-26 00:00:00,Closed,2025-08-02 00:00:00
15201,jessica58@example.net,9234919393,Billing Problem,Promo code was not applied.,2025-01-30 00:00:00,Closed,2025-02-13 00:00:00
15200,wnelson@example.com,6736487472,Billing Problem,Need clarification on currency charges.,2025-03-13 00:00:00,Closed,2025-03-16 00:00:00
15199,kenneth13@example.org,6607638483,Bug Report,Tab focus jumps incorrectly.,2025-05-17 00:00:00,Closed,2025-05-19 00:00:00
15198,robinsonjames@example.com,8021480897,Feature Request,Provide more chart types in dashboard.,2025-02-01 00:00:00,Closed,2025-02-04 00:00:00
15197,moralesnathaniel@example.net,108219072,Billing Problem,Unable to update billing address.,2025-05-29 00:00:00,Closed,2025-06-11 00:00:00
15196,rlopez@example.com,3444431615,UI Feedback,Icons not intuitive.,2025-05-23 00:00:00,Closed,2025-05-26 00:00:00
15195,jamie28@example.net,4920393799,Subscription Cancellation,Still charged after cancellation.,2025-05-01 00:00:00,Closed,2025-05-11 00:00:00
15194,ricky55@example.net,5634361011,Login Issue,Login working on browser but not app.,2025-02-23 00:00:00,Closed,2025-02-27 00:00:00
15193,boydtonya@example.com,4260450858,Bug Report,Search bar resets randomly.,2025-05-06 00:00:00,Closed,2025-05-09 00:00:00
15192,michael48@example.org,1432793591,Subscription Cancellation,Accidentally cancelled wrong plan.,2025-02-09 00:00:00,Closed,2025-02-13 00:00:00
15191,oturner@example.net,484356922,Technical Support,Cannot upload files to cloud.,2025-04-08 00:00:00,Closed,2025-04-11 00:00:00
15190,stephensalazar@example.org,3495749382,Bug Report,Reports section not opening.,2025-06-15 00:00:00,Closed,2025-06-28 00:00:00
15189,smithmary@example.net,247502658,Bug Report,Unable to delete old entries.,2025-03-25 00:00:00,Closed,2025-04-08 00:00:00
15188,clinton86@example.org,9232427701,UI Feedback,Table headers not sticky.,2025-02-07 00:00:00,Closed,2025-02-11 00:00:00
15187,stephaniewalter@example.com,7780300456,Login Issue,Two-factor authentication is not sending code.,2025-07-01 00:00:00,Closed,2025-07-02 00:00:00
15186,rebecca84@example.org,9806884255,Login Issue,Two-factor authentication is not sending code.,2025-05-16 00:00:00,Closed,2025-05-25 00:00:00
15185,durandarlene@example.net,327948092,Feature Request,Ability to bulk edit entries needed.,2025-03-11 00:00:00,Closed,2025-03-15 00:00:00
15184,ocameron@example.net,9771144454,Data Export,Fields are missing in exported report.,2025-03-30 00:00:00,Closed,2025-04-01 00:00:00
15183,stephenknight@example.net,4841787551,Subscription Cancellation,App locked after cancellation.,2025-05-25 00:00:00,Closed,2025-06-01 00:00:00
15182,jasmine90@example.org,2129595327,UI Feedback,Dropdowns too close together.,2025-06-13 00:00:00,Closed,2025-06-17 00:00:00
15181,greenleslie@example.net,9868763347,Login Issue,Unable to login with correct credentials.,2025-02-05 00:00:00,Closed,2025-02-09 00:00:00
15180,burnsjames@example.net,3207583122,Subscription Cancellation,Still charged after cancellation.,2025-05-05 00:00:00,Closed,2025-05-06 00:00:00
15179,zachary40@example.org,1885813851,Bug Report,Page crashes on click of ‘submit’.,2025-03-27 00:00:00,Closed,2025-03-28 00:00:00
15178,kathrynadams@example.com,4845301789,Feature Request,Add AI auto-suggestions for forms.,2025-05-01 00:00:00,Closed,2025-05-08 00:00:00
15177,brianakramer@example.org,1657912519,Technical Support,Cannot upload files to cloud.,2025-03-12 00:00:00,Closed,2025-03-17 00:00:00
15176,delgadokaren@example.org,8171443708,Billing Problem,Bill shows usage I didn’t make.,2025-05-13 00:00:00,Closed,2025-05-17 00:00:00
15175,jessica28@example.net,8580438152,Feature Request,Ability to bulk edit entries needed.,2025-06-24 00:00:00,Closed,2025-07-09 00:00:00
15174,btapia@example.org,2552312833,Bug Report,Search bar resets randomly.,2025-05-08 00:00:00,Closed,2025-05-12 00:00:00
15173,obrown@example.net,6201062544,Login Issue,Redirect loop after logging in.,2025-05-30 00:00:00,Closed,2025-06-09 00:00:00
15172,seanharris@example.org,8554592927,Data Export,Can’t schedule data export.,2025-05-01 00:00:00,Closed,2025-05-02 00:00:00
15171,danielcooper@example.com,1826761191,Subscription Cancellation,Cancel option not visible in settings.,2025-03-31 00:00:00,Closed,2025-04-09 00:00:00
15170,wpatrick@example.org,3038487658,Subscription Cancellation,Cancelled but dashboard shows active.,2025-07-19 00:00:00,Closed,2025-07-20 00:00:00
15169,thomasjohnston@example.net,5806863675,Login Issue,Redirect loop after logging in.,2025-06-27 00:00:00,Closed,2025-06-29 00:00:00
15168,guzmanchelsea@example.org,3594177685,Feature Request,Can you include language translation?,2025-06-06 00:00:00,Closed,2025-06-17 00:00:00
15167,franklin10@example.com,5175637131,Account Suspension,Can I restore my data after suspension?,2025-05-26 00:00:00,Closed,2025-05-27 00:00:00
15166,perezgrant@example.org,7834113288,Feature Request,Can we have auto-save for drafts?,2025-04-28 00:00:00,Closed,2025-05-03 00:00:00
15165,yfoster@example.org,261249522,Bug Report,Unable to delete old entries.,2025-06-13 00:00:00,Closed,2025-06-26 00:00:00
15164,arroyoandrew@example.org,933804616,Login Issue,Unable to login with correct credentials.,2025-07-19 00:00:00,Closed,2025-07-25 00:00:00
15163,benjamin95@example.org,6838699817,Login Issue,Unable to login with correct credentials.,2025-04-07 00:00:00,Opened,0001-01-01 00:00:00
15162,william22@example.com,2822011533,UI Feedback,Color scheme hard to read in sunlight.,2025-03-27 00:00:00,Closed,2025-03-29 00:00:00
15161,stephanie65@example.net,856095503,Billing Problem,Not receiving monthly bills via email.,2025-03-26 00:00:00,Closed,2025-04-04 00:00:00
15160,urose@example.net,2764509053,Payment Failure,UPI transaction timed out.,2025-03-02 00:00:00,Closed,2025-03-07 00:00:00
15159,creese@example.net,5151450581,Login Issue,Unable to login with correct credentials.,2025-04-07 00:00:00,Closed,2025-04-13 00:00:00
15158,tiffanygarrison@example.net,9127848893,Feature Request,Need in-app video tutorials.,2025-07-12 00:00:00,Closed,2025-07-13 00:00:00
15157,cooperjohn@example.org,5620540328,Subscription Cancellation,Need proof of cancellation for records.,2025-05-22 00:00:00,Closed,2025-05-27 00:00:00
15156,cabrerajody@example.net,9339485367,Technical Support,Graphs not rendering properly.,2025-05-07 00:00:00,Closed,2025-05-11 00:00:00
15155,rgreen@example.com,8336370395,Subscription Cancellation,Cancel option not visible in settings.,2025-02-12 00:00:00,Closed,2025-02-18 00:00:00
15154,mathew74@example.org,4600660141,Feature Request,Can we have auto-save for drafts?,2025-07-14 00:00:00,Closed,2025-07-25 00:00:00
15153,lauren38@example.org,1025575888,Payment Failure,Need confirmation after retry.,2025-03-17 00:00:00,Closed,2025-03-22 00:00:00
15152,plucas@example.net,7604050241,Bug Report,Unable to delete old entries.,2025-07-26 00:00:00,Closed,2025-07-31 00:00:00
15151,jill96@example.org,8536786420,Bug Report,Exported file missing columns.,2025-07-26 00:00:00,Closed,2025-07-30 00:00:00
15150,allenkaren@example.com,8047149001,Login Issue,Cannot log in on mobile app.,2025-06-28 00:00:00,Closed,2025-06-30 00:00:00
15149,yhill@example.net,2456034539,Feature Request,Please add support for dark mode.,2025-07-08 00:00:00,Closed,2025-07-09 00:00:00
15148,djimenez@example.net,1708261881,Feature Request,Request feature to duplicate projects.,2025-07-15 00:00:00,Closed,2025-07-26 00:00:00
15147,ewilliams@example.org,3389657052,Billing Problem,Not receiving monthly bills via email.,2025-04-11 00:00:00,Closed,2025-04-13 00:00:00
15146,jenkinschristine@example.net,9531491502,Subscription Cancellation,Received cancellation email but charged again.,2025-04-08 00:00:00,Closed,2025-04-20 00:00:00
15145,colleen93@example.com,4554561035,Billing Problem,Incorrect tax calculations.,2025-07-04 00:00:00,Closed,2025-07-08 00:00:00
15144,msoto@example.org,4859494132,Technical Support,Live chat not launching.,2025-06-01 00:00:00,Closed,2025-06-16 00:00:00
15143,timothymcconnell@example.com,116890994,Billing Problem,Need clarification on currency charges.,2025-04-12 00:00:00,Closed,2025-04-14 00:00:00
15142,ochoalaura@example.org,5555260354,Subscription Cancellation,Can’t contact support post cancellation.,2025-03-12 00:00:00,Closed,2025-03-26 00:00:00
15141,keithacevedo@example.net,7091501822,Feature Request,Need voice assistant for dashboard.,2025-06-30 00:00:00,Closed,2025-07-01 00:00:00
15140,jonesmichael@example.org,9810341907,Billing Problem,Need clarification on currency charges.,2025-06-18 00:00:00,Closed,2025-06-27 00:00:00
15139,sandra55@example.org,9771024290,Technical Support,Can’t install latest update.,2025-07-15 00:00:00,Closed,2025-07-24 00:00:00
15138,michelle45@example.com,232583811,UI Feedback,Font inconsistent across pages.,2025-07-08 00:00:00,Closed,2025-07-10 00:00:00
15137,karen73@example.org,465894561,Payment Failure,Payment failed due to card error.,2025-07-11 00:00:00,Closed,2025-07-19 00:00:00
15136,dianahenderson@example.net,8372508355,UI Feedback,Dropdowns too close together.,2025-04-15 00:00:00,Closed,2025-04-19 00:00:00
15135,delacruzaaron@example.net,5459011340,Account Suspension,Suspension mail was too vague.,2025-03-31 00:00:00,Closed,2025-04-01 00:00:00
15134,masonnichole@example.org,2731934997,Account Suspension,Need reason for my suspension.,2025-03-10 00:00:00,Closed,2025-03-16 00:00:00
15133,james67@example.net,910200221,Bug Report,Chart not updating after data refresh.,2025-02-21 00:00:00,Closed,2025-02-22 00:00:00
15132,kayla99@example.net,6523486785,Billing Problem,Amount charged doesn’t match pricing plan.,2025-07-26 00:00:00,Closed,2025-08-07 00:00:00
15131,chasenathan@example.net,9394154597,Feature Request,Add AI auto-suggestions for forms.,2025-02-15 00:00:00,Closed,2025-02-16 00:00:00
15130,brenda84@example.com,8430361703,Subscription Cancellation,Cancel option not visible in settings.,2025-02-17 00:00:00,Closed,2025-02-23 00:00:00
15129,nhall@example.net,2239233473,Login Issue,Login working on browser but not app.,2025-05-07 00:00:00,Closed,2025-05-08 00:00:00
15128,michael49@example.org,9799281321,Payment Failure,Need help with failed subscription payment.,2025-04-26 00:00:00,Closed,2025-04-28 00:00:00
15127,michaelkelly@example.com,924573547,Login Issue,Unable to login with correct credentials.,2025-07-16 00:00:00,Closed,2025-07-21 00:00:00
15126,michaellopez@example.com,6832231844,Login Issue,Forgot my password and reset isn’t working.,2025-04-10 00:00:00,Closed,2025-04-18 00:00:00
15125,maryjones@example.com,1592360142,UI Feedback,Dropdowns too close together.,2025-04-13 00:00:00,Closed,2025-04-15 00:00:00
15124,brianna26@example.net,1948864127,Subscription Cancellation,Cancel option not visible in settings.,2025-03-09 00:00:00,Closed,2025-03-11 00:00:00
15123,pittmankaren@example.org,6407448938,Feature Request,Multi-user role system would help.,2025-02-21 00:00:00,Closed,2025-03-06 00:00:00
15122,zgraves@example.com,9548065557,Billing Problem,Not receiving monthly bills via email.,2025-02-26 00:00:00,Closed,2025-03-12 00:00:00
15121,jonesnathan@example.net,8918152038,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",2025-06-03 00:00:00,Closed,2025-06-04 00:00:00
15120,nicholaswilliams@example.net,6126599856,Billing Problem,Billed for a cancelled plan.,2025-07-03 00:00:00,Closed,2025-07-10 00:00:00
15119,christinebrown@example.com,232515902,Bug Report,Chart not updating after data refresh.,2025-05-01 00:00:00,Closed,2025-05-09 00:00:00
15118,monicabooth@example.org,1187919218,Subscription Cancellation,Cannot downgrade before cancel.,2025-03-24 00:00:00,Closed,2025-04-04 00:00:00
15117,gabriella76@example.com,372023654,Technical Support,White screen on startup.,2025-07-22 00:00:00,Closed,2025-07-23 00:00:00
15116,elizabeth18@example.net,3602357747,UI Feedback,Filter section takes too much space.,2025-07-05 00:00:00,Closed,2025-07-06 00:00:00
15115,hhogan@example.net,9119773626,Feature Request,Need in-app video tutorials.,2025-06-24 00:00:00,Closed,2025-07-07 00:00:00
15114,dawn25@example.org,8594202242,Technical Support,Freezing during screen load.,2025-03-05 00:00:00,Closed,2025-03-06 00:00:00
15113,swansoneric@example.net,1584569045,Bug Report,Sidebar collapses on scroll.,2025-03-26 00:00:00,Closed,2025-03-27 00:00:00
15112,toddkevin@example.com,3723410081,Feature Request,Include a mobile-first UI option.,2025-02-04 00:00:00,Closed,2025-02-08 00:00:00
15111,daniel72@example.org,221245604,Feature Request,Ability to bulk edit entries needed.,2025-05-19 00:00:00,Closed,2025-05-20 00:00:00
15110,zdavis@example.com,2512417194,Feature Request,Provide more chart types in dashboard.,2025-05-13 00:00:00,Closed,2025-05-29 00:00:00
15109,pwatson@example.net,952087418,Subscription Cancellation,Want refund for unused days.,2025-05-29 00:00:00,Closed,2025-05-30 00:00:00
15108,aarontaylor@example.net,7919511223,Bug Report,Filter not retaining after refresh.,2025-06-29 00:00:00,Closed,2025-07-02 00:00:00
15107,mitchell15@example.org,2053742771,Technical Support,Live chat not launching.,2025-05-29 00:00:00,Closed,2025-06-11 00:00:00
15106,kendraruiz@example.com,4459044440,Technical Support,Settings not saving properly.,2025-04-13 00:00:00,Closed,2025-04-16 00:00:00
15105,pmata@example.com,8876432102,Technical Support,Can’t install latest update.,2025-07-09 00:00:00,Closed,2025-07-18 00:00:00
15104,jhernandez@example.org,8367531968,Feature Request,Ability to bulk edit entries needed.,2025-05-26 00:00:00,Closed,2025-05-31 00:00:00
15103,kristygriffin@example.net,35077039,Bug Report,Date selector not responsive.,2025-03-26 00:00:00,Closed,2025-03-30 00:00:00
15102,wanthony@example.org,1918336748,Technical Support,Can’t install latest update.,2025-06-29 00:00:00,Closed,2025-07-16 00:00:00
15101,robertholmes@example.net,1850902978,Data Export,Export feature is not generating files.,2025-03-24 00:00:00,Closed,2025-04-03 00:00:00
15100,pamelawillis@example.com,6597505935,Account Suspension,Account banned during payment process.,2025-07-12 00:00:00,Closed,2025-07-29 00:00:00
15099,wendypineda@example.org,3541124016,Feature Request,Requesting PDF report generation.,2025-05-21 00:00:00,Closed,2025-05-29 00:00:00
15098,jennifercurtis@example.net,2966586297,Billing Problem,Late fee charged wrongly.,2025-03-13 00:00:00,Closed,2025-03-15 00:00:00
15097,mferrell@example.net,7362162708,Login Issue,Two-factor authentication is not sending code.,2025-07-20 00:00:00,Closed,2025-07-26 00:00:00
15096,ojordan@example.net,644659897,Account Suspension,Can I restore my data after suspension?,2025-04-17 00:00:00,Closed,2025-04-18 00:00:00
15095,sjones@example.com,5961924916,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",2025-07-25 00:00:00,Closed,2025-07-29 00:00:00
15094,pboyd@example.net,4675241623,Data Export,Export email not received.,2025-02-18 00:00:00,Closed,2025-02-22 00:00:00
15093,chanmark@example.net,20669316,Data Export,Charts not included in report export.,2025-02-01 00:00:00,Closed,2025-02-02 00:00:00
15092,michaelchen@example.org,253473978,Login Issue,Error 401 appearing on login.,2025-02-22 00:00:00,Closed,2025-02-24 00:00:00
15091,qorr@example.com,4690888615,UI Feedback,Dropdowns too close together.,2025-04-23 00:00:00,Closed,2025-05-01 00:00:00
15090,andrea91@example.net,1659149810,Data Export,Data export not matching preview.,2025-06-16 00:00:00,Closed,2025-06-17 00:00:00
15089,joan20@example.com,179031330,Data Export,Time range in export is incorrect.,2025-04-05 00:00:00,Closed,2025-04-21 00:00:00
15088,carol90@example.net,3341478243,Login Issue,Forgot my password and reset isn’t working.,2025-06-02 00:00:00,Closed,2025-06-08 00:00:00
15087,mitchellryan@example.net,751123741,Bug Report,Unable to delete old entries.,2025-02-02 00:00:00,Closed,2025-02-10 00:00:00
15086,martinezpamela@example.net,709915899,Payment Failure,UPI transaction timed out.,2025-06-25 00:00:00,Closed,2025-07-04 00:00:00
15085,william78@example.com,7916144861,UI Feedback,Alignment issues in forms.,2025-05-13 00:00:00,Closed,2025-05-21 00:00:00
15084,vanessarios@example.com,2068763440,Subscription Cancellation,Need proof of cancellation for records.,2025-05-01 00:00:00,Closed,2025-05-02 00:00:00
15083,terri14@example.net,5976452759,UI Feedback,Filter section takes too much space.,2025-03-07 00:00:00,Closed,2025-03-17 00:00:00
15082,gonzalezangela@example.com,4388390442,Feature Request,Add folder structure to organize data.,2025-03-26 00:00:00,Closed,2025-04-04 00:00:00
15081,alewis@example.org,2799637218,Subscription Cancellation,Accidentally cancelled wrong plan.,2025-06-16 00:00:00,Closed,2025-06-18 00:00:00
15080,gonzalezfrederick@example.net,7162203476,Bug Report,Form validation not working properly.,2025-03-25 00:00:00,Closed,2025-04-06 00:00:00
15079,garrettsusan@example.net,9949445365,UI Feedback,Text is too small on mobile.,2025-03-31 00:00:00,Closed,2025-04-07 00:00:00
15078,kevin31@example.org,2710660497,Technical Support,Download button is inactive.,2025-02-15 00:00:00,Closed,2025-02-28 00:00:00
15077,anthony77@example.net,4786833779,Account Suspension,Need help lifting restrictions.,2025-02-02 00:00:00,Closed,2025-02-08 00:00:00
15076,sean47@example.org,1083763132,Billing Problem,Need clarification on currency charges.,2025-05-30 00:00:00,Closed,2025-06-01 00:00:00
15075,mcclurejill@example.com,2806612896,Bug Report,Filter not retaining after refresh.,2025-04-20 00:00:00,Closed,2025-04-24 00:00:00
15074,randy89@example.org,6791025898,Login Issue,Captcha keeps looping during login.,2025-05-18 00:00:00,Closed,2025-05-27 00:00:00
15073,katherine26@example.net,7178214163,Subscription Cancellation,Cancel option not visible in settings.,2025-02-28 00:00:00,Closed,2025-03-05 00:00:00
15072,kaylakelley@example.net,8849345226,Login Issue,Captcha keeps looping during login.,2025-07-04 00:00:00,Closed,2025-07-13 00:00:00
